ano,mes,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,letalidade_violenta,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
1991,1,657,,15,,,672,162,3051,,,,967,,381,1348,1174,63,350,188,37,,,,,158,3318,2009,1147,,,,3561,6717,,,,,133,,,,872,,,,,,,217,,,,,3
1991,2,732,,17,,,749,175,3421,,,,963,,432,1395,1097,64,357,171,35,,,,,142,3261,1850,1066,,,,3309,6225,,,,,127,,,,751,,,,,,,209,,,,,3
1991,3,713,,25,,,738,216,3613,,,,963,,422,1385,1265,71,443,191,43,,,,,131,3529,2084,1062,,,,3573,6719,,,,,80,,,,789,,,,,,,188,,,,,3
1991,4,634,,20,,,654,200,3211,,,,1186,,354,1540,1415,81,425,199,36,,,,,112,3808,2085,1195,,,,3290,6570,,,,,133,,,,787,,,,,,,140,,,,,3
1991,5,650,,20,,,670,146,3051,,,,931,,335,1266,1449,82,553,231,27,,,,,147,3755,2185,723,,,,3546,6454,,,,,163,,,,845,,,,,,,78,,,,,3
1991,6,647,,14,,,661,201,2977,,,,831,,342,1173,1354,82,518,178,37,,,,,81,3423,1992,673,,,,3519,6184,,,,,157,,,,802,,,,,,,111,,,,,3
1991,7,558,,14,,,572,201,2784,,,,797,,308,1105,1365,82,496,186,25,,,,,94,3353,1978,700,,,,3604,6282,,,,,203,,,,870,,,,,,,126,,,,,3
1991,8,557,,11,,,568,209,3134,,,,813,,299,1112,1347,71,498,189,29,,,,,88,3334,1835,794,,,,3641,6270,,,,,215,,,,809,,,,,,,79,,,,,3
1991,9,542,,19,,,561,146,3026,,,,805,,281,1086,1353,91,473,199,12,,,,,90,3304,1993,810,,,,3460,6263,,,,,179,,,,756,,,,,,,71,,,,,3
1991,10,613,,21,,,634,200,3482,,,,834,,328,1162,1470,83,561,228,16,,,,,107,3627,1999,862,,,,3621,6482,,,,,184,,,,818,,,,,,,95,,,,,3
1991,11,577,,13,,,590,192,3300,,,,978,,409,1387,1600,94,569,239,26,,,,,97,4012,2039,884,,,,3601,6524,,,,,170,,,,886,,,,,,,50,,,,,3
1991,12,638,,16,,,654,202,4003,,,,1022,,358,1380,1563,157,563,242,24,,,,,131,4060,1930,1028,,,,3563,6521,,,,,122,,,,905,,,,,,,95,,,,,3
1992,1,617,,19,,,636,176,3155,,,,962,,373,1335,1801,172,579,271,12,,,,,126,4296,2357,969,,,,3987,7313,,,,,189,,,,984,,,,,,,90,,,,,3
1992,2,691,,27,,,718,184,3413,,,,967,,426,1393,1877,200,613,300,28,,,,,139,4550,2236,937,,,,3713,6886,,,,,154,,,,917,,,,,,,90,,,,,3
1992,3,767,,12,,,779,181,3732,,,,1069,,426,1495,1825,172,559,250,27,,,,,82,4410,2241,939,,,,3983,7163,,,,,179,,,,951,,,,,,,72,,,,,3
1992,4,648,,29,,,677,172,3293,,,,1050,,438,1488,2090,182,544,268,13,,,,,119,4704,2199,875,,,,3841,6915,,,,,138,,,,969,,,,,,,66,,,,,3
1992,5,639,,28,,,667,196,3042,,,,940,,439,1379,2194,143,523,276,16,,,,,126,4657,2422,849,,,,3789,7060,,,,,149,,,,1042,,,,,,,56,,,,,3
1992,6,583,,26,,,609,145,3013,,,,901,,417,1318,2220,171,444,237,10,,,,,93,4493,2340,819,,,,3594,6753,,,,,158,,,,933,,,,,,,61,,,,,3
1992,7,541,,36,,,577,130,2881,,,,810,,384,1194,2167,151,412,214,19,,,,,107,4264,2415,787,,,,3672,6874,,,,,188,,,,951,,,,,,,67,,,,,3
1992,8,616,,27,,,643,128,3034,,,,850,,397,1247,1959,134,375,249,15,,,,,114,4093,2288,818,,,,3686,6792,,,,,186,,,,900,,,,,,,53,,,,,3
1992,9,560,,19,,,579,135,2897,,,,808,,370,1178,2165,168,340,255,13,,,,,112,4231,2315,839,,,,3487,6641,,,,,191,,,,940,,,,,,,63,,,,,3
1992,10,638,,24,,,662,160,3337,,,,827,,406,1233,2322,135,361,258,25,,,,,121,4455,2452,875,,,,3593,6920,,,,,162,,,,934,,,,,,,66,,,,,3
1992,11,658,,19,,,677,149,3190,,,,807,,377,1184,2050,122,365,247,26,,,,,107,4101,2355,764,,,,3586,6705,,,,,175,,,,910,,,,,,,69,,,,,3
1992,12,677,,22,,,699,154,3502,,,,823,,357,1180,1832,186,351,255,23,,,,,91,3918,1999,931,,,,3694,6624,,,,,174,,,,815,,,,,,,96,,,,,3
1993,1,597,,13,,,610,139,3411,,,,688,,410,1098,2048,133,299,233,20,,,,,104,3935,2341,761,,,,3791,6893,,,,,175,,,,855,,,,,,,85,,,,,3
1993,2,651,,17,,,668,171,3449,,,,752,,348,1100,1897,135,279,220,20,,,,,111,3762,2127,671,,,,3461,6259,,,,,160,,,,731,,,,,,,85,,,,,3
1993,3,755,,18,,,773,169,3434,,,,735,,450,1185,2289,146,337,218,13,,,,,161,4349,2458,636,,,,3809,6903,,,,,164,,,,869,,,,,,,76,,,,,3
1993,4,721,,23,,,744,156,3246,,,,829,,395,1224,1994,139,294,216,25,,,,,142,4034,2088,561,,,,3618,6267,,,,,139,,,,947,,,,,,,61,,,,,3
1993,5,665,,24,,,689,152,3251,,,,755,,447,1202,2008,117,350,193,17,,,,,133,4020,2287,517,,,,3604,6408,,,,,160,,,,956,,,,,,,55,,,,,3
1993,6,624,,24,,,648,127,2466,,,,749,,391,1140,1988,114,310,214,17,,,,,127,3910,2199,569,,,,3389,6157,,,,,138,,,,992,,,,,,,60,,,,,3
1993,7,657,,20,,,677,142,3016,,,,818,,355,1173,2029,138,290,199,14,,,,,118,3961,2272,662,,,,3480,6414,,,,,156,,,,1018,,,,,,,45,,,,,3
1993,8,617,,22,,,639,136,2888,,,,899,,351,1250,2097,143,247,205,15,,,,,124,4081,2273,660,,,,3475,6408,,,,,108,,,,952,,,,,,,59,,,,,3
1993,9,572,,19,,,591,122,2566,,,,787,,362,1149,2058,143,297,217,14,,,,,98,3976,2354,580,,,,3349,6283,,,,,126,,,,1007,,,,,,,47,,,,,3
1993,10,634,,29,,,663,159,3223,,,,903,,412,1315,2228,142,282,249,28,,,,,119,4363,2393,601,,,,3518,6512,,,,,154,,,,1088,,,,,,,52,,,,,3
1993,11,609,,31,,,640,139,3198,,,,958,,423,1381,2181,166,328,220,25,,,,,127,4428,2173,612,,,,3390,6175,,,,,134,,,,1139,,,,,,,71,,,,,3
